Speccode,Species,Population,Season,Area,Propn.adults,Propn.immatures
AF,Little Tern,Alde-Ore Estuary,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Alde-Ore Estuary,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Benacre to Easton Bavents,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Benacre to Easton Bavents,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Blackwater Estuary,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Blackwater Estuary,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Chesil Beach,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Chesil Beach,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Chichester Harbour,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Chichester Harbour,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Colne Estuary,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Colne Estuary,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Dungeness to Pett Level,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Dungeness to Pett Level,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Firth of Tay and  Eden Estuary,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Firth of Tay and  Eden Estuary,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Foulness,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Foulness,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Gibraltar point,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Gibraltar point,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Great Yarmouth North Denes,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Great Yarmouth North Denes,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Hamford Water,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Hamford Water,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Humber Flats; Marshes and  Coast,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Humber Flats; Marshes and  Coast,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Ireland,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,0,0
AF,Little Tern,Ireland,migration seasons (late July to early September; and mid-April to May),UK western waters,0.95,0.6
AF,Little Tern,Lindisfarne,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Lindisfarne,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Medway Estuary and  Marshes,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Medway Estuary and  Marshes,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Minsmere-Walberswick,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Minsmere-Walberswick,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Monach Isles,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,0,0
AF,Little Tern,Monach Isles,migration seasons (late July to early September; and mid-April to May),UK western waters,1,0.6
AF,Little Tern,Morecambe Bay,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,0,0
AF,Little Tern,Morecambe Bay,migration seasons (late July to early September; and mid-April to May),UK western waters,1,0.6
AF,Little Tern,North Norfolk Coast,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,North Norfolk Coast,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Northumbria Coast,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Northumbria Coast,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Pagham Harbour,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Pagham Harbour,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,Solent and  Southampton Water,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Solent and  Southampton Water,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,South Uist Machair and  Lochs,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,0,0
AF,Little Tern,South Uist Machair and  Lochs,migration seasons (late July to early September; and mid-April to May),UK western waters,1,0.6
AF,Little Tern,Teesmouth and  Cleveland Est,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Teesmouth and  Cleveland Est,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,The Dee Estuary,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,0,0
AF,Little Tern,The Dee Estuary,migration seasons (late July to early September; and mid-April to May),UK western waters,1,0.6
AF,Little Tern,The Wash,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,The Wash,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,UK N Sea and  Channel non-SPA colonies,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,UK N Sea and  Channel non-SPA colonies,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
AF,Little Tern,UK western non-SPA colonies,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,0,0
AF,Little Tern,UK western non-SPA colonies,migration seasons (late July to early September; and mid-April to May),UK western waters,1,0.6
AF,Little Tern,Ythan Estuary; Sands of Forvie,migration seasons (late July to early September; and mid-April to May),UK North Sea and Channel waters,1,0.6
AF,Little Tern,Ythan Estuary; Sands of Forvie,migration seasons (late July to early September; and mid-April to May),UK western waters,0,0
MX,Manx Shearwater,Aberdaron Coast and  Bardsey,migration seasons (August to early October; late March to May),UK North Sea waters,0,0.01
MX,Manx Shearwater,Aberdaron Coast and  Bardsey,migration seasons (August to early October; late March to May),UK western waters and Channel,1,0.7
MX,Manx Shearwater,Faroe,migration seasons (August to early October; late March to May),UK North Sea waters,0,0.001
MX,Manx Shearwater,Faroe,migration seasons (August to early October; late March to May),UK western waters and Channel,0.01,0.03
MX,Manx Shearwater,Iceland,migration seasons (August to early October; late March to May),UK North Sea waters,0,0.001
MX,Manx Shearwater,Iceland,migration seasons (August to early October; late March to May),UK western waters and Channel,0.01,0.03
MX,Manx Shearwater,Ireland,migration seasons (August to early October; late March to May),UK North Sea waters,0,0.001
MX,Manx Shearwater,Ireland,migration seasons (August to early October; late March to May),UK western waters and Channel,0.05,0.1
MX,Manx Shearwater,Rum,migration seasons (August to early October; late March to May),UK North Sea waters,0,0.01
MX,Manx Shearwater,Rum,migration seasons (August to early October; late March to May),UK western waters and Channel,1,0.7
MX,Manx Shearwater,Skomer; Skokholm and  Middleh,migration seasons (August to early October; late March to May),UK North Sea waters,0,0.01
MX,Manx Shearwater,Skomer; Skokholm and  Middleh,migration seasons (August to early October; late March to May),UK western waters and Channel,1,0.7
MX,Manx Shearwater,St Kilda,migration seasons (August to early October; late March to May),UK North Sea waters,0,0.01
MX,Manx Shearwater,St Kilda,migration seasons (August to early October; late March to May),UK western waters and Channel,1,0.7
MX,Manx Shearwater,UK non-SPA colonies,migration seasons (August to early October; late March to May),UK North Sea waters,0.01,0.01
MX,Manx Shearwater,UK non-SPA colonies,migration seasons (August to early October; late March to May),UK western waters and Channel,0.8,0.6
F.,Northern Fulmar,Buchan Ness to Collieston,migration seasons (September & October; December to March),UK North sea waters,1,0.8
F.,Northern Fulmar,Buchan Ness to Collieston,migration seasons (September & October; December to March),UK western waters and Channel,0,0.1
F.,Northern Fulmar,Buchan Ness to Collieston,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Buchan Ness to Collieston,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Calf of Eday,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,Calf of Eday,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,Calf of Eday,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Calf of Eday,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Cape Wrath,migration seasons (September & October; December to March),UK North sea waters,0,0.06
F.,Northern Fulmar,Cape Wrath,migration seasons (September & October; December to March),UK western waters and Channel,1,0.8
F.,Northern Fulmar,Cape Wrath,winter (November),UK North Sea waters,0.02,0.03
F.,Northern Fulmar,Cape Wrath,winter (November),UK western waters and Channel,0.7,0.3
F.,Northern Fulmar,Copinsay,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,Copinsay,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,Copinsay,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Copinsay,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,East Caithness Cliffs,migration seasons (September & October; December to March),UK North sea waters,1,0.8
F.,Northern Fulmar,East Caithness Cliffs,migration seasons (September & October; December to March),UK western waters and Channel,0,0.1
F.,Northern Fulmar,East Caithness Cliffs,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,East Caithness Cliffs,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Fair Isle,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,Fair Isle,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,Fair Isle,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Fair Isle,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Faroe,migration seasons (September & October; December to March),UK North sea waters,0.02,0.06
F.,Northern Fulmar,Faroe,migration seasons (September & October; December to March),UK western waters and Channel,0.02,0.06
F.,Northern Fulmar,Faroe,winter (November),UK North Sea waters,0.01,0.03
F.,Northern Fulmar,Faroe,winter (November),UK western waters and Channel,0.01,0.03
F.,Northern Fulmar,Fetlar,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,Fetlar,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,Fetlar,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Fetlar,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Flamborough and  Filey Coast,migration seasons (September & October; December to March),UK North sea waters,1,0.8
F.,Northern Fulmar,Flamborough and  Filey Coast,migration seasons (September & October; December to March),UK western waters and Channel,0,0.1
F.,Northern Fulmar,Flamborough and  Filey Coast,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Flamborough and  Filey Coast,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Flannan Isles,migration seasons (September & October; December to March),UK North sea waters,0,0.06
F.,Northern Fulmar,Flannan Isles,migration seasons (September & October; December to March),UK western waters and Channel,1,0.8
F.,Northern Fulmar,Flannan Isles,winter (November),UK North Sea waters,0.02,0.03
F.,Northern Fulmar,Flannan Isles,winter (November),UK western waters and Channel,0.7,0.3
F.,Northern Fulmar,Forth Islands,migration seasons (September & October; December to March),UK North sea waters,1,0.8
F.,Northern Fulmar,Forth Islands,migration seasons (September & October; December to March),UK western waters and Channel,0,0.1
F.,Northern Fulmar,Forth Islands,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Forth Islands,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Foula,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,Foula,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,Foula,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Foula,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Fowlsheugh,migration seasons (September & October; December to March),UK North sea waters,1,0.8
F.,Northern Fulmar,Fowlsheugh,migration seasons (September & October; December to March),UK western waters and Channel,0,0.1
F.,Northern Fulmar,Fowlsheugh,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Fowlsheugh,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Handa,migration seasons (September & October; December to March),UK North sea waters,0,0.06
F.,Northern Fulmar,Handa,migration seasons (September & October; December to March),UK western waters and Channel,1,0.8
F.,Northern Fulmar,Handa,winter (November),UK North Sea waters,0.02,0.03
F.,Northern Fulmar,Handa,winter (November),UK western waters and Channel,0.7,0.3
F.,Northern Fulmar,Hermaness; Saxavord,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,Hermaness; Saxavord,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,Hermaness; Saxavord,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Hermaness; Saxavord,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Hoy,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,Hoy,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,Hoy,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Hoy,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Iceland,migration seasons (September & October; December to March),UK North sea waters,0.02,0.04
F.,Northern Fulmar,Iceland,migration seasons (September & October; December to March),UK western waters and Channel,0.02,0.04
F.,Northern Fulmar,Iceland,winter (November),UK North Sea waters,0.01,0.02
F.,Northern Fulmar,Iceland,winter (November),UK western waters and Channel,0.01,0.02
F.,Northern Fulmar,Mingulay and  Berneray,migration seasons (September & October; December to March),UK North sea waters,0,0.06
F.,Northern Fulmar,Mingulay and  Berneray,migration seasons (September & October; December to March),UK western waters and Channel,1,0.8
F.,Northern Fulmar,Mingulay and  Berneray,winter (November),UK North Sea waters,0.02,0.03
F.,Northern Fulmar,Mingulay and  Berneray,winter (November),UK western waters and Channel,0.7,0.3
F.,Northern Fulmar,North Caithness Cliffs,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,North Caithness Cliffs,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,North Caithness Cliffs,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,North Caithness Cliffs,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,North Rona and  Sula Sgeir,migration seasons (September & October; December to March),UK North sea waters,0,0.06
F.,Northern Fulmar,North Rona and  Sula Sgeir,migration seasons (September & October; December to March),UK western waters and Channel,1,0.8
F.,Northern Fulmar,North Rona and  Sula Sgeir,winter (November),UK North Sea waters,0.02,0.03
F.,Northern Fulmar,North Rona and  Sula Sgeir,winter (November),UK western waters and Channel,0.7,0.3
F.,Northern Fulmar,Norway,migration seasons (September & October; December to March),UK North sea waters,0.02,0.04
F.,Northern Fulmar,Norway,migration seasons (September & October; December to March),UK western waters and Channel,0.02,0.04
F.,Northern Fulmar,Norway,winter (November),UK North Sea waters,0.01,0.02
F.,Northern Fulmar,Norway,winter (November),UK western waters and Channel,0.01,0.02
F.,Northern Fulmar,Noss,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,Noss,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,Noss,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Noss,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Rathlin Island,migration seasons (September & October; December to March),UK North sea waters,0,0.06
F.,Northern Fulmar,Rathlin Island,migration seasons (September & October; December to March),UK western waters and Channel,1,0.8
F.,Northern Fulmar,Rathlin Island,winter (November),UK North Sea waters,0.02,0.03
F.,Northern Fulmar,Rathlin Island,winter (November),UK western waters and Channel,0.7,0.3
F.,Northern Fulmar,Rousay,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,Rousay,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,Rousay,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Rousay,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Shiant Isles,migration seasons (September & October; December to March),UK North sea waters,0,0.06
F.,Northern Fulmar,Shiant Isles,migration seasons (September & October; December to March),UK western waters and Channel,1,0.8
F.,Northern Fulmar,Shiant Isles,winter (November),UK North Sea waters,0.02,0.03
F.,Northern Fulmar,Shiant Isles,winter (November),UK western waters and Channel,0.7,0.3
F.,Northern Fulmar,St Kilda,migration seasons (September & October; December to March),UK North sea waters,0,0.06
F.,Northern Fulmar,St Kilda,migration seasons (September & October; December to March),UK western waters and Channel,1,0.8
F.,Northern Fulmar,St Kilda,winter (November),UK North Sea waters,0.02,0.03
F.,Northern Fulmar,St Kilda,winter (November),UK western waters and Channel,0.7,0.3
F.,Northern Fulmar,Sumburgh Head,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,Sumburgh Head,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,Sumburgh Head,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Sumburgh Head,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,Troup; Pennan and  Lions Heads,migration seasons (September & October; December to March),UK North sea waters,1,0.8
F.,Northern Fulmar,Troup; Pennan and  Lions Heads,migration seasons (September & October; December to March),UK western waters and Channel,0,0.1
F.,Northern Fulmar,Troup; Pennan and  Lions Heads,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,Troup; Pennan and  Lions Heads,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,UK North Sea non-SPA,migration seasons (September & October; December to March),UK North sea waters,1,0.8
F.,Northern Fulmar,UK North Sea non-SPA,migration seasons (September & October; December to March),UK western waters and Channel,0,0.1
F.,Northern Fulmar,UK North Sea non-SPA,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,UK North Sea non-SPA,winter (November),UK western waters and Channel,0.1,0.2
F.,Northern Fulmar,UK Western non-SPA,migration seasons (September & October; December to March),UK North sea waters,0,0.06
F.,Northern Fulmar,UK Western non-SPA,migration seasons (September & October; December to March),UK western waters and Channel,1,0.8
F.,Northern Fulmar,UK Western non-SPA,winter (November),UK North Sea waters,0.02,0.03
F.,Northern Fulmar,UK Western non-SPA,winter (November),UK western waters and Channel,0.7,0.3
F.,Northern Fulmar,West Westray,migration seasons (September & October; December to March),UK North sea waters,0.9,0.8
F.,Northern Fulmar,West Westray,migration seasons (September & October; December to March),UK western waters and Channel,0.1,0.1
F.,Northern Fulmar,West Westray,winter (November),UK North Sea waters,0.7,0.3
F.,Northern Fulmar,West Westray,winter (November),UK western waters and Channel,0.1,0.2
GX,Northern Gannet,Ailsa Craig,autumn (September to November),UK North Sea and Channel waters,0,0.1
GX,Northern Gannet,Ailsa Craig,autumn (September to November),UK western waters,1,0.8
GX,Northern Gannet,Ailsa Craig,spring (December to March),UK North Sea and Channel waters,0,0
GX,Northern Gannet,Ailsa Craig,spring (December to March),UK western waters,1,0.8
GX,Northern Gannet,Fair Isle,autumn (September to November),UK North Sea and Channel waters,0.8,0.8
GX,Northern Gannet,Fair Isle,autumn (September to November),UK western waters,0.2,0.1
GX,Northern Gannet,Fair Isle,spring (December to March),UK North Sea and Channel waters,0.7,0.4
GX,Northern Gannet,Fair Isle,spring (December to March),UK western waters,0.3,0.3
GX,Northern Gannet,Faroe,autumn (September to November),UK North Sea and Channel waters,0.3,0.3
GX,Northern Gannet,Faroe,autumn (September to November),UK western waters,0.2,0.3
GX,Northern Gannet,Faroe,spring (December to March),UK North Sea and Channel waters,0.2,0.2
GX,Northern Gannet,Faroe,spring (December to March),UK western waters,0.3,0.3
GX,Northern Gannet,Flamborough and  Filey,autumn (September to November),UK North Sea and Channel waters,1,0.9
GX,Northern Gannet,Flamborough and  Filey,autumn (September to November),UK western waters,0,0.1
GX,Northern Gannet,Flamborough and  Filey,spring (December to March),UK North Sea and Channel waters,0.7,0.4
GX,Northern Gannet,Flamborough and  Filey,spring (December to March),UK western waters,0.3,0.3
GX,Northern Gannet,Forth Islands,autumn (September to November),UK North Sea and Channel waters,1,0.9
GX,Northern Gannet,Forth Islands,autumn (September to November),UK western waters,0,0.1
GX,Northern Gannet,Forth Islands,spring (December to March),UK North Sea and Channel waters,0.7,0.4
GX,Northern Gannet,Forth Islands,spring (December to March),UK western waters,0.3,0.3
GX,Northern Gannet,Germany,autumn (September to November),UK North Sea and Channel waters,0.3,0.4
GX,Northern Gannet,Germany,autumn (September to November),UK western waters,0,0
GX,Northern Gannet,Germany,spring (December to March),UK North Sea and Channel waters,0.3,0.3
GX,Northern Gannet,Germany,spring (December to March),UK western waters,0,0
GX,Northern Gannet,Grassholm,autumn (September to November),UK North Sea and Channel waters,0,0.1
GX,Northern Gannet,Grassholm,autumn (September to November),UK western waters,1,0.8
GX,Northern Gannet,Grassholm,spring (December to March),UK North Sea and Channel waters,0,0
GX,Northern Gannet,Grassholm,spring (December to March),UK western waters,1,0.8
GX,Northern Gannet,Hermaness; Saxavord,autumn (September to November),UK North Sea and Channel waters,0.8,0.8
GX,Northern Gannet,Hermaness; Saxavord,autumn (September to November),UK western waters,0.2,0.1
GX,Northern Gannet,Hermaness; Saxavord,spring (December to March),UK North Sea and Channel waters,0.7,0.4
GX,Northern Gannet,Hermaness; Saxavord,spring (December to March),UK western waters,0.3,0.3
GX,Northern Gannet,Iceland,autumn (September to November),UK North Sea and Channel waters,0.3,0.3
GX,Northern Gannet,Iceland,autumn (September to November),UK western waters,0.2,0.3
GX,Northern Gannet,Iceland,spring (December to March),UK North Sea and Channel waters,0.1,0.1
GX,Northern Gannet,Iceland,spring (December to March),UK western waters,0.2,0.2
GX,Northern Gannet,Ireland,autumn (September to November),UK North Sea and Channel waters,0,0.1
GX,Northern Gannet,Ireland,autumn (September to November),UK western waters,0.2,0.3
GX,Northern Gannet,Ireland,spring (December to March),UK North Sea and Channel waters,0,0.1
GX,Northern Gannet,Ireland,spring (December to March),UK western waters,0.3,0.3
GX,Northern Gannet,North Rona and  Sula Sgeir,autumn (September to November),UK North Sea and Channel waters,0.1,0.2
GX,Northern Gannet,North Rona and  Sula Sgeir,autumn (September to November),UK western waters,0.9,0.7
GX,Northern Gannet,North Rona and  Sula Sgeir,spring (December to March),UK North Sea and Channel waters,0,0
GX,Northern Gannet,North Rona and  Sula Sgeir,spring (December to March),UK western waters,1,0.8
GX,Northern Gannet,Norway,autumn (September to November),UK North Sea and Channel waters,0.3,0.3
GX,Northern Gannet,Norway,autumn (September to November),UK western waters,0.2,0.3
GX,Northern Gannet,Norway,spring (December to March),UK North Sea and Channel waters,0.2,0.2
GX,Northern Gannet,Norway,spring (December to March),UK western waters,0.2,0.2
GX,Northern Gannet,Noss,autumn (September to November),UK North Sea and Channel waters,0.8,0.8
GX,Northern Gannet,Noss,autumn (September to November),UK western waters,0.2,0.1
GX,Northern Gannet,Noss,spring (December to March),UK North Sea and Channel waters,0.7,0.4
GX,Northern Gannet,Noss,spring (December to March),UK western waters,0.3,0.3
GX,Northern Gannet,St Kilda,autumn (September to November),UK North Sea and Channel waters,0.1,0.2
GX,Northern Gannet,St Kilda,autumn (September to November),UK western waters,0.9,0.7
GX,Northern Gannet,St Kilda,spring (December to March),UK North Sea and Channel waters,0,0
GX,Northern Gannet,St Kilda,spring (December to March),UK western waters,1,0.8
GX,Northern Gannet,Sule Skerry and  Sule Stack,autumn (September to November),UK North Sea and Channel waters,0.1,0.2
GX,Northern Gannet,Sule Skerry and  Sule Stack,autumn (September to November),UK western waters,0.9,0.7
GX,Northern Gannet,Sule Skerry and  Sule Stack,spring (December to March),UK North Sea and Channel waters,0,0
GX,Northern Gannet,Sule Skerry and  Sule Stack,spring (December to March),UK western waters,1,0.8
GX,Northern Gannet,UK North Sea non-SPA colonies,autumn (September to November),UK North Sea and Channel waters,1,0.9
GX,Northern Gannet,UK North Sea non-SPA cols,autumn (September to November),UK western waters,0,0.1
GX,Northern Gannet,UK North Sea non-SPA cols,spring (December to March),UK North Sea and Channel waters,0.7,0.4
GX,Northern Gannet,UK North Sea non-SPA cols,spring (December to March),UK western waters,0.3,0.3
GX,Northern Gannet,UK western non-SPA colonies,autumn (September to November),UK North Sea and Channel waters,0,0.1
GX,Northern Gannet,UK western non-SPA cols,autumn (September to November),UK western waters,1,0.8
GX,Northern Gannet,UK western non-SPA cols,spring (December to March),UK North Sea and Channel waters,0,0
GX,Northern Gannet,UK western non-SPA cols,spring (December to March),UK western waters,1,0.8
RA,Razorbill,Cape Wrath,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,Cape Wrath,migration seasons (August to October; and January to March),UK western waters,0.98,0.9
RA,Razorbill,Cape Wrath,winter (November and December),UK North Sea and Channel waters,0.1,0.05
RA,Razorbill,Cape Wrath,winter (November and December),UK western waters,0.4,0.1
RA,Razorbill,Denmark; Finland; Sweden,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.1,0.3
RA,Razorbill,Denmark; Finland; Sweden,migration seasons (August to October; and January to March),UK western waters,0.05,0.1
RA,Razorbill,Denmark; Finland; Sweden,winter (November and December),UK North Sea and Channel waters,0.02,0.05
RA,Razorbill,Denmark; Finland; Sweden,winter (November and December),UK western waters,0.02,0.05
RA,Razorbill,East Caithness Cliffs,migration seasons (August to October; and January to March),UK North Sea and Channel waters,1,0.9
RA,Razorbill,East Caithness Cliffs,migration seasons (August to October; and January to March),UK western waters,0,0.02
RA,Razorbill,East Caithness Cliffs,winter (November and December),UK North Sea and Channel waters,0.3,0.1
RA,Razorbill,East Caithness Cliffs,winter (November and December),UK western waters,0.01,0.02
RA,Razorbill,Fair Isle,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.95,0.9
RA,Razorbill,Fair Isle,migration seasons (August to October; and January to March),UK western waters,0.05,0.05
RA,Razorbill,Fair Isle,winter (November and December),UK North Sea and Channel waters,0.3,0.1
RA,Razorbill,Fair Isle,winter (November and December),UK western waters,0.01,0.02
RA,Razorbill,Faroe,migration seasons (August to October; and January to March),UK North Sea and Channel waters,0.5,0.5
RA,Razorbill,Faroe,migration seasons (August to October; and January to March),UK western waters,0.5,0.5
RA,Razorbill,Faroe,winter (November and December),UK North Sea and Channel waters,0.3,0.3
RA,Razorbill,Faroe,winter (November and December),UK western waters,0.3,0.3
RA,Razorbill,Flamborough and  Filey,migration seasons (August to October; and January to March),UK North Sea and Channel waters,1,0.9
RA,Razorbill,Flamborough and  Filey,migration seasons (August to October; and January to March),UK western waters,0,0.02
RA,Razorbill,Flamborough and  Filey,winter (November and December),UK North Sea and Channel waters,0.3,0.1
RA,Razorbill,Flamborough and  Filey,winter (November and December),UK western waters,0.01,0.02
